ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default payment next month
989,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,297916,279503,*,*,15000,5800,0,126685,0
3047,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,313710,309446,*,*,12000,12000,978,23500,0
4189,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,285805,272059,*,*,20000,10000,0,9755,1
4341,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,351089,358401,*,*,13000,13150,13300,13000,0
7049,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,340791,348006,*,*,13000,13000,13000,12200,1
11498,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,285901,272322,*,*,8100,100,8942,254000,1
12674,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,308523,318274,*,*,0,19000,15000,0,1
17786,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,308637,283200,*,*,22053,10654,0,10450,0
19195,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,354765,354579,*,*,14301,13000,12800,12800,0
19596,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,294527,308523,*,*,11000,0,19000,15000,1
20991,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,171041,181637,*,*,6000,0,15000,7000,0
20993,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,304319,299400,*,*,11000,11000,0,27000,1
22626,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,343612,351089,*,*,13150,13000,13150,13300,0
22657,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,333278,340791,*,*,12000,13000,13000,13000,1
23170,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,315291,310339,*,*,10500,13000,1,120021,0
27222,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,291883,297169,*,*,8114,4403,8838,604,1
66,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,8198,7918,*,*,8222,300,0,1000,1
956,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,17499,19939,*,*,3000,0,3000,0,0
7206,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,127980,130305,*,*,20000,0,4500,0,1
7263,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,137275,136141,*,*,5000,9100,3400,0,0
8020,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,261,8561,*,*,411,0,8300,0,1
8236,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,253338,249107,*,*,17215,11000,0,12000,0
8757,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,140419,142254,*,*,12000,5500,5300,0,0
9073,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,149472,139130,*,*,10100,5663,0,4448,0
9427,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,130728,123155,*,*,9710,4800,0,4300,0
9889,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,114481,121885,*,*,8565,0,9502,0,0
10040,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,198862,176770,*,*,11000,10043,0,7000,0
10257,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,101872,99555,*,*,8000,4300,0,1650,0
10515,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,115681,112528,*,*,8000,4179,0,4000,0
11842,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,222304,217704,*,*,114000,10000,0,9000,0
14558,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,188375,183069,*,*,13000,6500,0,6700,0
15209,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,59275,58208,*,*,4973,2300,0,3000,0
15894,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,17920,17494,*,*,2550,800,0,700,0
16249,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,138733,137642,*,*,11600,5020,1200,4000,0
16296,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,78456,76140,*,*,6300,3000,0,3700,0
22704,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,219642,232652,*,*,50000,0,16302,0,0
23096,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,221296,234762,*,*,27349,0,17000,0,0
234,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,140120,150052,*,*,10000,0,12118,2769,1
1519,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,273095,278260,*,*,20000,10000,9701,0,0
17266,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,156565,153965,*,*,14000,6000,0,5800,1
17932,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,234032,225822,*,*,19000,9100,0,16500,1
20886,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,155355,129942,*,*,15000,0,10000,0,1
28959,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,140513,118464,*,*,10500,5015,173,102,1
4040,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,142950,140505,*,*,21500,5500,0,5000,0
5875,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,88899,93766,*,*,7000,0,7000,0,1
6112,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,116444,117283,*,*,9000,0,9000,4400,1
6175,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,103867,111842,*,*,8200,0,9956,4000,1
6417,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,106342,111575,*,*,7700,0,7800,0,1
12768,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,165872,173667,*,*,18483,0,11000,1842,1
14547,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,134665,142199,*,*,11000,0,10000,0,1
20495,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,118967,108887,*,*,9000,3425,45,3500,1
24760,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,202036,200956,*,*,15200,7000,2000,15000,1
24766,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,136604,134705,*,*,15300,0,0,9500,1
26314,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,131682,135656,*,*,9561,6250,6250,6250,1
29498,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,162163,170867,*,*,11000,3000,11365,7000,1
442,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,93381,89522,*,*,6500,3500,0,3200,0
501,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,25128,24576,*,*,2000,1500,0,1200,0
828,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,6963,5923,*,*,1036,0,2700,0,0
997,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,45433,46383,*,*,3169,1700,1700,1495,0
1328,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,8109,8820,*,*,1878,0,1000,0,0
1454,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,15292,17524,*,*,2000,0,2500,0,0
1816,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,44789,30423,*,*,6084,38,4,70,0
2011,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,36447,35515,*,*,2000,2500,0,1500,0
2047,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,46,5346,*,*,196,0,5300,0,0
2204,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,45481,48373,*,*,4000,0,3800,0,0
2476,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,28534,30360,*,*,3000,0,2300,0,0
2490,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,9100,13392,*,*,1230,0,761,0,0
2560,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,16582,16178,*,*,2000,800,0,600,0
2658,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,40628,41389,*,*,2938,0,3700,0,0
2969,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,97965,101176,*,*,4000,5600,5000,4000,0
3130,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,107500,105614,*,*,8600,4000,0,8100,0
3196,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,12091,12245,*,*,2236,500,500,0,0
3613,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,79906,75294,*,*,6400,2870,0,3150,0
3845,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,24237,12860,*,*,10000,0,4000,10000,0
4057,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,55036,53985,*,*,4200,2000,0,6200,0
4355,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,39958,38313,*,*,3000,3000,0,3090,0
4358,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,27833,29459,*,*,2000,0,3000,0,0
4813,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,34203,34743,*,*,4500,0,1250,0,1
5512,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,26823,28621,*,*,4200,0,2252,0,0
5732,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,5000,0,*,*,5000,0,0,0,0
5847,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,80073,82472,*,*,20000,10,10104,87,1
5903,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,24731,46882,*,*,3000,0,25000,0,0
6003,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,75708,76610,*,*,5500,1600,3950,0,1
6156,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,158,-1027,*,*,323,0,0,5527,1
6244,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,77213,82567,*,*,12242,0,6894,0,0
6396,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,1226,1752,*,*,1913,0,1052,0,1
6486,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,30615,29975,*,*,2500,1500,0,1000,0
6576,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,15204,17149,*,*,1500,0,2200,0,1
6659,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,25318,22684,*,*,1500,1500,0,1755,1
7110,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,25637,26468,*,*,2200,0,1800,0,0
7335,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,21162,20671,*,*,1622,900,0,765,0
7625,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,23340,22817,*,*,1800,1700,0,1300,0
7639,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,6635,7287,*,*,628,0,762,0,0
7678,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,18752,19195,*,*,1500,900,900,787,0
7715,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,103550,109733,*,*,8000,0,8100,0,0
8068,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,20258,19783,*,*,1718,729,0,397,0
8199,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,44498,45417,*,*,3500,1700,1800,0,0
8227,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,9735,10362,*,*,10040,0,790,0,0
8238,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,10023,11258,*,*,2000,0,1400,0,0
8286,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,26383,25691,*,*,25919,1000,0,19283,0
8350,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,69538,70841,*,*,5000,2700,2600,2700,0
8613,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,31714,30496,*,*,2501,1759,0,15912,0
8926,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,19462,18967,*,*,2800,1000,0,512,1
8966,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,22276,13564,*,*,4100,0,1000,0,1
9116,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,24192,25905,*,*,2000,0,2119,0,0
9211,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,108614,107519,*,*,30000,3900,4000,3800,1
9380,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,20355,18752,*,*,20355,0,2732,7189,1
9596,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,1285,1969,*,*,3150,0,1000,498,0
9597,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,12538,12187,*,*,1761,0,0,1100,0
9626,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,17075,19777,*,*,2000,0,3000,0,1
9836,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,68811,70526,*,*,5100,2100,3000,3000,0
10054,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,49590,22972,*,*,50000,0,8695,0,1
10120,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,72818,73940,*,*,3143,2700,3600,1700,0
10149,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,46644,49765,*,*,3600,0,3890,0,0
10326,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,32479,30894,*,*,3500,2000,0,1400,1
10570,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,75277,90464,*,*,14455,16560,17000,0,0
10647,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,14334,15593,*,*,1200,0,1500,0,0
11276,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,48617,49669,*,*,3700,1800,2000,0,0
11714,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,16741,19131,*,*,1800,0,2843,0,1
11914,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,6463,2255,*,*,1000,0,0,2440,1
12157,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,29408,29840,*,*,2400,1000,1000,0,0
12574,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,1138,930,*,*,2828,0,182,0,1
13265,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,46528,44986,*,*,2500,3000,0,3500,0
13788,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,49142,52336,*,*,6000,0,4200,2000,0
13814,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,18013,19406,*,*,1500,0,1700,700,0
13861,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,37259,33010,*,*,3419,13,2088,9,0
14087,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,11922,12167,*,*,2400,0,587,0,0
14282,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,48220,48884,*,*,4094,2300,1600,0,0
15370,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,61374,63243,*,*,5000,2000,3000,2500,0
15757,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,29002,30274,*,*,3623,0,3158,0,0
15796,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,28633,28039,*,*,4500,1200,0,1200,1
15982,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,27216,29138,*,*,2626,0,2351,1033,0
16317,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,72451,39831,*,*,5018,127,10015,69,0
16354,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,30159,29177,*,*,5154,1184,0,1213,1
16629,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,57367,56322,*,*,7500,2200,0,3000,0
16783,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,17294,16110,*,*,2192,694,0,3134,1
17007,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,16996,18223,*,*,2187,0,1500,0,1
17197,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,55681,53878,*,*,4300,2500,0,2800,0
17363,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,8385,7862,*,*,1800,0,1600,0,0
17417,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,20445,20971,*,*,2500,800,1000,800,0
17465,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,44722,46032,*,*,2900,1600,2000,0,0
17595,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,46480,48756,*,*,3500,0,2800,1400,0
17896,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,9627,11500,*,*,2500,0,2000,5,0
18180,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,974,1624,*,*,974,0,650,0,0
18443,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,16149,18112,*,*,2304,0,2390,634,1
19758,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,87914,90043,*,*,8000,5348,3700,3128,0
20563,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,5692,8410,*,*,5600,0,3002,2,0
20573,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,30052,29057,*,*,4560,2001,1,1228,1
20666,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,478,952,*,*,954,0,950,0,0
21037,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,55949,51225,*,*,3494,2000,0,1725,0
21285,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,43517,46821,*,*,4685,0,3982,0,0
21659,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,12709,17463,*,*,3000,0,5000,0,0
21984,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,8538,7685,*,*,3000,0,1000,0,0
22016,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,39697,42253,*,*,3379,0,3200,0,0
22131,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,41495,42377,*,*,5100,1700,1700,700,0
22290,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,25967,26946,*,*,2660,0,1400,2000,1
23749,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,30552,29556,*,*,6000,1300,0,1300,0
23992,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,49083,45187,*,*,3500,2000,0,5151,0
24177,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,59308,60576,*,*,63853,1500,2062,0,0
24343,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,18626,18196,*,*,2100,1000,0,1500,1
24636,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,30065,52726,*,*,13000,0,24897,0,1
24718,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,13320,14501,*,*,2000,0,1400,0,0
24797,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,28174,30061,*,*,3000,0,2500,0,0
25515,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,83733,80498,*,*,8000,2900,0,5700,1
25528,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,8336,10209,*,*,3000,0,2000,0,0
25893,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,32141,35018,*,*,8000,0,5000,0,0
26654,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,24887,0,*,*,2381,0,0,0,0
26674,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,18235,19535,*,*,3000,0,1600,0,0
26971,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,18419,18978,*,*,5700,700,1000,0,1
27001,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,68661,77511,*,*,9000,0,10000,3000,0
27130,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,82350,87186,*,*,8000,0,7000,0,1
27151,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,18380,19086,*,*,2000,0,2000,0,0
27160,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,46134,45263,*,*,3420,2000,0,6000,1
27606,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,15525,0,*,*,8900,0,0,0,0
27682,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,30632,30021,*,*,4300,1000,0,2000,0
27686,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,26228,25679,*,*,3200,1500,0,4306,0
27759,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,24050,43317,*,*,4000,0,20000,2000,0
28393,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,37029,36303,*,*,23924,1500,0,1500,0
29399,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,63699,67667,*,*,6100,0,5000,2790,0
29701,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,15123,14741,*,*,4500,700,0,1000,1
29854,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,31597,33575,*,*,3000,0,2500,3000,1
29870,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,56728,55691,*,*,6800,0,0,2100,0
905,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,63976,63293,*,*,4000,1777,0,2000,0
1645,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,40519,41324,*,*,3165,1600,1620,0,1
1921,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,150,780,*,*,300,0,630,0,1
1937,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,150,650,*,*,600,0,500,0,1
2438,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,28625,30383,*,*,2042,0,2192,0,1
2483,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,197,2917,*,*,347,0,2720,0,1
3041,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,35456,34736,*,*,2800,1500,0,1500,1
3246,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,19480,19222,*,*,2881,1,632,1,0
3349,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,64148,62965,*,*,4700,2600,0,4400,0
4348,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,211,3659,*,*,422,0,3448,0,0
4481,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,414,1098,*,*,1994,0,1000,0,0
4910,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,17428,25227,*,*,1679,0,10000,0,1
5393,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,24404,27227,*,*,2000,0,3400,0,1
5651,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,89,589,*,*,239,0,500,0,0
6032,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,150,350,*,*,350,0,200,0,0
7340,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,78462,79890,*,*,6000,3000,2800,3200,1
8341,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,59438,61974,*,*,4663,2530,3687,5000,1
8401,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,60197,59226,*,*,4000,3000,0,4300,0
8603,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,30399,29760,*,*,1500,2200,0,1200,0
9017,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,22661,24087,*,*,1800,0,1800,0,0
10043,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,14154,15320,*,*,1166,0,1400,0,1
10112,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,3436,22219,*,*,547,0,19000,0,1
10181,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,29816,30577,*,*,2311,1100,1400,0,1
10860,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,2500,0,*,*,2500,0,0,0,1
11099,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,41394,37958,*,*,2300,2000,1200,0,0
11739,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,93857,99504,*,*,7100,0,7396,3700,1
12004,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,30071,28767,*,*,35821,0,0,1000,0
12409,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,61682,65644,*,*,5000,0,5010,2500,1
12898,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,10529,10213,*,*,2225,0,0,202,1
14506,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,26798,28321,*,*,2200,0,2500,0,0
14761,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,19930,20353,*,*,1800,800,900,36,1
15676,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,16475,19284,*,*,18950,0,5889,0,1
16462,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,15183,16182,*,*,2300,0,1400,800,1
17547,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,36803,37566,*,*,3300,1500,1500,1600,1
19329,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,35965,36741,*,*,3400,1500,1500,1484,1
21421,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,23541,23027,*,*,3000,1500,0,1000,1
21702,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,22319,23952,*,*,2500,0,2000,0,1
22291,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,17614,18826,*,*,2300,0,1500,0,1
22585,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,300,150,*,*,300,0,0,645,0
25122,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,2457,4912,*,*,2473,0,2500,0,1
26455,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,92754,94722,*,*,7600,3600,3600,3600,1
26850,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,9294,10242,*,*,1700,0,1100,0,1
27069,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,12578,14008,*,*,1900,0,1600,0,1
116,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,20692,21201,*,*,3000,0,1000,1000,1
730,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,732,1023,*,*,1000,0,582,0,1
6358,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,518,3518,*,*,600,0,3000,0,1
6834,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,9611,10059,*,*,1000,0,1000,0,1
8549,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,1496,8356,*,*,1496,0,7000,0,0
12099,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,7361,9200,*,*,3000,0,2000,0,0
19802,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,2069,1891,*,*,2034,214,0,283,1
20315,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,4807,5579,*,*,1532,0,1000,0,1
1030,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,30124,26855,*,*,2182,1200,0,2302,1
1036,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,50734,49764,*,*,4000,1800,0,2000,1
1668,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,19572,19652,*,*,1522,0,1099,1339,1
2051,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,16063,17295,*,*,1400,0,1500,0,0
2145,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,6837,6435,*,*,900,596,0,0,1
2580,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,22265,21629,*,*,1580,3100,0,1000,1
2991,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,33736,33042,*,*,3000,1182,0,1228,1
3076,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,14275,13680,*,*,1000,0,2000,0,0
3192,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,19859,19390,*,*,1600,1000,0,1000,1
3271,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,104313,103251,*,*,15100,11,3129,11,1
3384,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,9298,14116,*,*,5000,0,5000,0,1
3573,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,20337,19863,*,*,1754,893,0,400,0
3606,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,31260,30468,*,*,2600,2200,0,0,1
4085,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,12751,10891,*,*,600,0,2500,419,0
4125,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,53584,54703,*,*,8100,0,2150,0,1
4753,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,14717,16159,*,*,2000,0,2000,0,1
5076,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,25859,29745,*,*,3000,0,4500,0,1
